group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
1,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:water temperature profile; mixing depth; ice thickness | B.out:nutrients; phytoplankton groups; macrophytes; oxygen; ecosystem service indicators,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
1,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),water temperature profile; mixing depth; ice thickness,temperature profile + mixing depth from flake; meteorological data hourly in pdf; nutrient load data; bathymetry; hydrology,,mixing depth ↔ temperature profile + mixing depth from flake (0.90),Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Match,,,True
1,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),nutrients; phytoplankton groups; macrophytes; oxygen; ecosystem service indicators,meteorological forcing wind; radiation; temperature; humidity,,,Mismatch,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Mismatch,,,True
1,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,post-run file exchange,file-based,,Loose requires at least one declaration of synchronization.,Match,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),1d vertical,1d,,A<->B token-sim=0.50 (>0 means aligned),Match,INTENDED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.,True
1,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,2023.1,2023.1,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"basic input validation, logs runtime errors","input validation, logging",,Both A and B or AB canonical required.,Match,INTENDED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,Match,,,True
1,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,"file-based data transfer, no feedback","consumes flake outputs, no return flow",,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,Match,Deterministic check: Loose requires at least one side (or AB) to declare this.,No adaptation required.,True
1,Execution Instruction Gap,execution_instructions,Loose,Require A or B,run via command line or r / python wrappers. config files define lake-specific parameters.,run via c++ binary or r script with yaml / json configs.,,At least one side must provide.,Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
1,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard desktop / server,standard desktop / server,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,verified in peer-reviewed applications; compared to observed vertical temperature data,,,A provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: A provides metadata,No adaptation required.,False
1,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,peer-reviewed validation; field data comparisons,,,B provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: B provides metadata,No adaptation required.,False
1,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / github.com / aemon-j / flaker",,,A provides landing page,Match,INTENDED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: A provides landing page,No adaptation required.,False
1,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / github.com / pcmodel / pcmodel",,,B provides landing page,Match,INTENDED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: B provides landing page,No adaptation required.,False
1,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,batch / offline,batch / offline,,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,License Incompatibility,license,Loose,Pattern-graded requirement,gnu gpl,gnu gpl,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
1,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,false,false,,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
1,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran core; r interface; python interface,c++; r wrapper,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Assumptions,Loose,Coverage vs AB,vertical processes dominate 1d structure; lateral homogeneity; energy balance drives stratification; meteorological forcing sufficiently describes external conditions,1d vertical structure is sufficient; external loads dominate nutrient inputs; no feedback to physical model,,AB value missing.,Missing,INTENDED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
1,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"flake is a one-dimensional lake physics model simulating vertical thermal structure, stratification, heat fluxes, mixing depth, ice cover. it predicts mixing regimes, thermal profiles under meteorological or climate change scenarios. outputs are used as boundary conditions for ecological models such as pclake+. pdf additions, predicts prolonged summer stratification, reduced winter stratification under warming.; lake-specific constants such as depth, albedo, sediment heat flux coefficients.","a mechanistic ecological model simulating nutrient cycling, phytoplankton, zooplankton, fish, macrophytes, detritus, sediment processes, wetland interactions. supports vertical stratification. pdf additions include, wetland purification, es module extension, hourly meteorological forcing.; constants for biogeochemistry, food webs, sediments; temperature profile + mixing depth from flake","a climate-ecology-ecosystem-services modeling framework. flake simulates stratification, thermal structure under climate scenarios. its outputs mixing depth, temperature profile force pclake+, which simulates nutrient cycling, phytoplankton groups, macrophytes, oxygen, food web dynamics. an ecosystem services es module converts ecological states into es provisioning scores using threshold-based suitability functions.","A→AB:0.29 (covered: climate, depth, ecological, flake, mixing, pclake, pclake+, pclakeplus, scenarios, stratification, structure, thermal) | B→AB:0.33 (covered: cycling, depth, ecological, es, flake, food, macrophytes, mixing, module, nutrient, phytoplankton, profile, stratification, temperature) | A∪B→AB:0.50 (covered: climate, cycling, depth, ecological, es, flake, food, macrophytes, mixing, module, nutrient, pclake, pclake+, pclakeplus, phytoplankton, profile, scenarios, stratification, structure, temperature, thermal) | uncovered_AB: based, converts, dynamics, ecology, ecosystem, force, functions, groups, its, modeling, oxygen, provisioning, scores, services, simulates, states, suitability, threshold, using, web, which",Match,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.29 (covered: climate, depth, ecological, flake, mixing, pclake, pclake+, pclakeplus, scenarios, stratification, structure, thermal) | B→AB:0.33 (covered: cycling, depth, ecological, es, flake, food, macrophytes, mixing, module, nutrient, phytoplankton, profile, stratification, temperature) | A∪B→AB:0.50 (covered: climate, cycling, depth, ecological, es, flake, food, macrophytes, mixing, module, nutrient, pclake, pclake+, pclakeplus, phytoplankton, profile, scenarios, stratification, structure, temperature, thermal) | uncovered_AB: based, converts, dynamics, ecology, ecosystem, force, functions, groups, its, modeling, oxygen, provisioning, scores, services, simulates, states, suitability, threshold, using, web, which",No adaptation required.,False
1,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,lake physics; thermal stratification; mixing depth; heat balance; climate change; aquatic modeling,lake ecology; eutrophication; nutrient cycling; water quality; ecosystem services; restoration; food webs,coupled modeling; stratification; eutrophication; ecosystem services; climate scenarios; restoration scenarios,"A→AB:0.38 (covered: climate, modeling, stratification) | B→AB:0.50 (covered: ecosystem, eutrophication, restoration, services) | A∪B→AB:0.88 (covered: climate, ecosystem, eutrophication, modeling, restoration, services, stratification) | uncovered_AB: scenarios",Match,INTENDED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.38 (covered: climate, modeling, stratification) | B→AB:0.50 (covered: ecosystem, eutrophication, restoration, services) | A∪B→AB:0.88 (covered: climate, ecosystem, eutrophication, modeling, restoration, services, stratification) | uncovered_AB: scenarios",No adaptation required.,False
1,Semantic Mismatch,Model Type,Loose,Coverage vs AB,"mechanistic, process-based model",mechanistic,,AB value missing.,Missing,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,Gap,Deterministic check: AB value missing.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
1,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,2023.1,2023.1,1.0,A==AB:×; B==AB:×,Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"forecast lake thermal stratification, mixing depth for climate, water quality studies; one-way data provider to ecological or water quality models","simulate ecological responses to nutrients, climate, restoration; consumes boundary conditions from external physical models","simulate the combined physical, ecological, ecosystem-service response of lakes to climate change, management interventions.; one-way sequential coupling physical → ecological → es","A→AB:0.24 (covered: climate, ecological, one, way) | B→AB:0.24 (covered: climate, ecological, physical, simulate) | A∪B→AB:0.35 (covered: climate, ecological, one, physical, simulate, way) | uncovered_AB: change, combined, coupling, ecosystem, es, interventions, lakes, management, response, sequential, service",Mismatch,INTENDED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,"simulation of temperature dynamics, vertical mixing in freshwater lakes","freshwater lakes shallow, deep","simulation of physical, ecological, es processes in freshwater lakes","A→AB:0.43 (covered: freshwater, lakes, simulation) | B→AB:0.29 (covered: freshwater, lakes) | A∪B→AB:0.43 (covered: freshwater, lakes, simulation) | uncovered_AB: ecological, es, physical, processes",Mismatch,INTENDED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
1,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"flake, a one-dimensional lake physics model; flake_static_parameters; kirillin v.; zhan q.","pclake+, a process-based ecological model for lakes; pclakeplus_static_parameters; janse j.h.; janssen a.b.g.; zhan q.",integrated flake → pclake+ → ecosystem services framework,"A→AB:0.14 (covered: flake) | B→AB:0.43 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.57 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, integrated, services",Match,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.14 (covered: flake) | B→AB:0.43 (covered: pclake, pclake+, pclakeplus) | A∪B→AB:0.57 (covered: flake, pclake, pclake+, pclakeplus) | uncovered_AB: ecosystem, integrated, services",No adaptation required.,False
1,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"fortran compiler or r / python build environment; meteorological forcing wind, radiation, temperature, humidity","c++ compiler, pcmodel r package; meteorological data hourly in pdf; nutrient load data; bathymetry; hydrology",,A↔B token-sim=0.10 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
1,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
1,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: Optional.,No adaptation required.,False
1,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),single lake water column,lake water column,,A<->B token-sim=0.75 (>0 means aligned),Match,INTENDED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.75 (>0 means aligned),No adaptation required.,False
1,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),user-defined depth layers typically 1-20,discrete vertical layers,,A<->B token-sim=0.14 (>0 means aligned),Match,INTENDED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.14 (>0 means aligned),No adaptation required.,True
1,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),days to decades,multi-year to decadal,,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTENDED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
1,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),hourly or daily,daily,,A<->B token-sim=0.50 (>0 means aligned),Match,INTENDED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.,True
1,Unit Mismatch,A.output(mixing depth) -> B.input(temperature profile + mixing depth from flake),Loose,Both sides must declare a unit for the exchanged variable,m,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
