group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
8,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"hydrostatic, boussinesq approximations; finite-difference discretization; fixed bathymetry","stoichiometric phytoplankton growth; temperature, light-dependent production rates; multiple plankton functional types","dynamic tracer exchange; dms production is influenced by plankton, light; no feedback from atmosphere modeled in this setup","A→AB:0.00 (covered: —) | B→AB:0.21 (covered: light, plankton, production) | A∪B→AB:0.21 (covered: light, plankton, production) | uncovered_AB: atmosphere, dms, dynamic, feedback, influenced, is, modeled, no, setup, this, tracer",Mismatch,INTEGRATED
8,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a 3d ocean general circulation model simulating currents, mixing, sea ice, thermohaline structures, surface fluxes, providing the physical environment for biogeochemical modules such as planktom10.; initial, boundary conditions for ocean state variables, optionally, biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes","a 3d marine biogeochemical model simulating plankton dynamics, nutrient cycles, dimethylsulphide dms production, coupled online with nemo to use its physical state variables.; physical ocean state variables from nemo; physical drivers for biogeochemistry","an integrated ocean modeling system combining the nemo physical circulation model with the planktom10 marine biogeochemical model. simulates physical ocean dynamics, dimethylsulphide dms production / emissions using interactive coupling.","A→AB:0.21 (covered: biogeochemical, circulation, physical, planktom10) | B→AB:0.42 (covered: biogeochemical, dimethylsulphide, dms, dynamics, marine, nemo, physical, production) | A∪B→AB:0.53 (covered: biogeochemical, circulation, dimethylsulphide, dms, dynamics, marine, nemo, physical, planktom10, production) | uncovered_AB: combining, coupling, emissions, integrated, interactive, modeling, simulates, system, using",Match,INTEGRATED
8,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,ocean circulation; hydrodynamics; sea ice; nemo; climate modeling,biogeochemistry; dimethylsulphide; plankton; marine ecosystem; carbon cycle,ocean biogeochemistry; coupled modeling; dimethylsulphide; climate modeling; nemo; planktom10,"A→AB:0.50 (covered: climate, modeling, nemo) | B→AB:0.33 (covered: biogeochemistry, dimethylsulphide) | A∪B→AB:0.83 (covered: biogeochemistry, climate, dimethylsulphide, modeling, nemo) | uncovered_AB: planktom10",Match,INTEGRATED
8,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTEGRATED
8,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,v3.3; 2010,2010; v3.3,v3.3,A==AB:×; B==AB:×,Mismatch,INTEGRATED
8,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate physical ocean properties, dynamics; 3d structured grid, hydrostatic approximation",simulate ocean biogeochemical processes including dms production; online coupled to physical ocean model,"simulate coupled physical, biogeochemical ocean processes including dms cycling; online coupling of hydrodynamics, ecological tracers; loose coupling","A→AB:0.15 (covered: physical, simulate) | B→AB:0.54 (covered: biogeochemical, dms, including, online, physical, processes, simulate) | A∪B→AB:0.54 (covered: biogeochemical, dms, including, online, physical, processes, simulate) | uncovered_AB: coupling, cycling, ecological, hydrodynamics, loose, tracers",Match,INTEGRATED
8,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,"global, regional ocean domains",global marine ecosystems,"global ocean, marine ecosystems","A→AB:0.33 (covered: global) | B→AB:1.00 (covered: ecosystems, global, marine) | A∪B→AB:1.00 (covered: ecosystems, global, marine) | uncovered_AB: —",Match,INTEGRATED
8,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"nemo ocean circulation model; madec, g.","planktom10 biogeochemical model; vogt, m.","integrated nemo-planktom10 ocean biogeochemical model; vogt, m.","A→AB:0.20 (covered: nemo) | B→AB:0.60 (covered: biogeochemical, planktom10, vogt) | A∪B→AB:0.80 (covered: biogeochemical, nemo, planktom10, vogt) | uncovered_AB: integrated",Match,INTEGRATED
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,nemo compiled with planktom10 tracer package,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED
8,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTEGRATED
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,global ocean,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,"shared grid from nemo e.g., 1° or 1 / 4°",A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,multi-year,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
8,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,hourly to daily,hourly to daily,hourly to daily,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTEGRATED
