group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
6,Execution Instruction Gap,execution_instructions,Embedded,Require both sides,"configure namelists, compile physics with lake option, run real.exe, wrf.exe","enable lake physics in wrf namelist, supply lake mask / bathymetry, run synchronously with atmosphere",,Both A and B must provide.,Match,INTEGRATED
6,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED
6,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,hpc / cluster,same as host wrf,standard pc,Not equal.,Mismatch,INTEGRATED
6,Implementation Verification Gap,implementation_verification (A),Embedded,Presence required,"standard wrf benchmarks, lake-enabled case studies; reanalysis comparison, station / buoy validations",,,A provides metadata,Match,INTEGRATED
6,Implementation Verification Gap,implementation_verification (B),Embedded,Presence required,"case studies of great lakes; energy closure checks, comparison to buoy lst, ice cover",,,B provides metadata,Match,INTEGRATED
6,Landing Page Gap,landing_page (A),Embedded,Presence required,"https, / / www.mmm.ucar.edu / models / wrf",,,A provides landing page,Match,INTEGRATED
6,Landing Page Gap,landing_page (B),Embedded,Presence required,,,,B provides landing page,Missing,INTEGRATED
6,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,,,"low latency, annual timestep exchange","Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED
6,License Incompatibility,license,Embedded,Pattern-graded requirement,wrf open-source varies by components,inherited from wrf / clm components,,Exact equality required at Embedded.,Mismatch,INTEGRATED
6,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,true,"yes per grid cell , via host domain decomposition",false,Embedded requires synchronous/low-latency cues (as applicable).,Match,INTEGRATED
6,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,fortran; c,fortran,netlogo; python,Not equal.,Mismatch,INTEGRATED
6,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,hydrostatic or nonhydrostatic per configuration; terrain-following vertical coordinate; lake surface represented by an embedded 1-d water / ice / snow column,"horizontally homogeneous lake column per grid cell 1-d; eddy diffusivity parameterized, enhanced mixing options for deep lakes; dynamic surface albedo with ice / snow processes",land-use fully determines es provision; agents incorporate es values in decision-making; lookup values accurately represent service levels,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: accurately, agents, decision, determines, es, fully, incorporate, land, levels, lookup, making, provision, represent, service, use, values",Mismatch,INTEGRATED
6,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"nonhydrostatic regional atmospheric model providing near-surface meteorology, radiation to the embedded 1-d lake scheme, ingesting its surface state, fluxes for the atmospheric lower boundary.; surface state, fluxes computed by the embedded lake column at water grid cells b → a, in-memory .; embedded lake column providing lower-boundary state, fluxes over water points","a 1-d thermal diffusion lake column with layered water, ice, snow, sediment, computes lake surface temperature, ice / snow evolution, air-lake fluxes in response to wrf near-surface meteorology, radiation.; near-surface meteorology, radiative forcing from wrf a → b, in-memory .; host atmosphere providing meteorology, radiation to the lake column","this integrated model combines a spatially explicit agent-based land-use model with an ecosystem services meta-model. land-use decisions by agents dynamically update land cover, which is passed to the es module that calculates carbon storage, erosion control, agricultural yield. these es indicators then influence agent decision-making in a feedback loop.","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, agents, agricultural, based, calculates, carbon, combines, control, cover, decision, decisions, dynamically, ecosystem, erosion, es, explicit, feedback, indicators, influence, integrated, is, land, loop, making, meta, module, passed, services, spatially, storage, that, then, these, this, update, use, which, yield",Mismatch,INTEGRATED
6,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,regional atmosphere; boundary layer; surface fluxes; radiation; wrf-lake,lake column; thermal diffusion; ice / snow on lakes; surface fluxes; dynamic albedo,land-use change; agent-based modeling; ecosystem services; model integration; environmental decision-making,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, change, decision, ecosystem, environmental, integration, land, making, modeling, services, use",Mismatch,INTEGRATED
6,Semantic Mismatch,Model Type,Embedded,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic + empirical,A→AB:0.50 (covered: mechanistic) | B→AB:0.50 (covered: mechanistic) | A∪B→AB:0.50 (covered: mechanistic) | uncovered_AB: empirical,Match,INTEGRATED
6,Semantic Mismatch,Model Version,Embedded,A or B must equal AB exactly,3.6+ with lake scheme enabled; clm4.5-based 1-d lake,clm4.5 lake scheme as embedded in wrf v3.6+; 3.6+,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED
6,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, surface exchanges over lake-rich regions; spectral / finite-difference dynamical core with physics suites, embedded lake component for water points; embedded coupling lake column embedded in wrf surface system","provide physically consistent lower-boundary state, fluxes over lakes to the host atmosphere; layered 1-d column with prognostic t profiles, embedded in host as a surface tile; embedded coupling lake column embedded in wrf","assess how land-use dynamics impact ecosystem services under different policy, behavioral scenarios; iterative feedback coupling abm → es → abm; embedded coupling","A→AB:0.11 (covered: coupling, embedded) | B→AB:0.11 (covered: coupling, embedded) | A∪B→AB:0.11 (covered: coupling, embedded) | uncovered_AB: abm, assess, behavioral, different, dynamics, ecosystem, es, feedback, how, impact, iterative, land, policy, scenarios, services, use",Mismatch,INTEGRATED
6,Semantic Mismatch,Scope,Embedded,Coverage threshold ≥ 0.50,continental to regional atmospheric dynamics over lake districts,grid-point lake representation within a regional nwp / rcm,regional landscape systems with spatial heterogeneity,"A→AB:0.20 (covered: regional) | B→AB:0.20 (covered: regional) | A∪B→AB:0.20 (covered: regional) | uncovered_AB: heterogeneity, landscape, spatial, systems",Mismatch,INTEGRATED
6,Semantic Mismatch,Title,Embedded,Coverage threshold ≥ 0.50,"weather research, forecasting model arw core — with embedded 1-d lake scheme; skamarock et al. wrf team","wrf embedded 1-d lake scheme lisss / clm4.5-derived; subin et al., xiao et al.","integrated agent-based land-use, ecosystem services model; dawn c. parker; c. jantz","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, dawn, ecosystem, integrated, jantz, land, parker, services, use",Mismatch,INTEGRATED
6,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"netcdf, mpi, wps / real.exe pre-processing","built as part of wrf physics, no external coupler at runtime","abm platform, spreadsheet / lookup system",Not equal.,Mismatch,INTEGRATED
6,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTEGRATED
6,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTEGRATED
6,Spatial Coverage Mismatch,spatial_extent_coverage,Embedded,Common exchanged variables align semantically,model domain includes great lakes region in study configurations,water points within wrf domain,parcel-based regional landscape,A↔B token-sim=0.09 (>0 ⇒ aligned),Match,INTEGRATED
6,Spatial Resolution Mismatch,spatial_resolution,Embedded,Common exchanged variables align semantically,"o 1-10 km horizontal, ~30-60 vertical levels configurable","layered, 10+ water layers, up to 5 snow layers, 2 ice layers, ~10 sediment layers configurable",1 ha,A↔B token-sim=0.07 (>0 ⇒ aligned),Match,INTEGRATED
6,Temporal Coverage Mismatch,temporal_extent_coverage,Embedded,Common exchanged variables align semantically,event to multi-season runs,synchronous with host model integration,decadal,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED
6,Temporal Resolution Mismatch,time_steps_temporal_resolution,Embedded,Common exchanged variables align semantically,"timestep seconds, physics 5-30 min configurable",same as wrf physics step,annual,A↔B token-sim=0.11 (>0 ⇒ aligned),Match,INTEGRATED
