group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
4,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile / run using configuration files specifying species traits, grid setup, dispersal kernels, soil feedback parameters.","run after ibm each timestep, updating soil maps with new biomass / density inputs.",,At least one side must provide.,Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
4,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard workstation,standard workstation,workstation,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
4,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"reproduces emergent psnf spatial patterns described in vincenot 2017.; plant spatial patterns checked against psnf theory, vincenot 2017 results.",,,A provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: A provides metadata,No adaptation required.,False
4,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,"produces psnf patterns matching those described in vincenot 2017.; spatial toxicity gradients match psnf theory, vincenot 2017 examples.",,,B provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: B provides metadata,No adaptation required.,False
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTENDED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
4,Landing Page Gap,landing_page (B),Loose,Presence required,"http, / / christian.vincenot.biz / models.html",,,B provides landing page,Match,INTENDED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: B provides landing page,No adaptation required.,False
4,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,annual coupling,annual coupling,,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
4,License Incompatibility,license,Loose,Pattern-graded requirement,cc by,cc by,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
4,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
4,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,false,false,false,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,Match,,,True
4,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,c++; netlogo,c++; netlogo,c++,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
4,Semantic Mismatch,Assumptions,Loose,Coverage vs AB,"plants are discrete individuals; local interactions drive competition, psnf; life-history traits are homogeneous within species; soil feedback from soilfeedback model determines germination, early survival; negative feedback acts at local scales 1-5 m , consistent with vincenot 2017",soil modified proportionally to plant biomass / density; conspecific inhibition reduces germination probability; soil memory decays exponentially time constant from vincenot 2017; toxicity remains non-negative; effects are species-specific,,AB value missing.,Missing,INTENDED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,Gap,,,True
4,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spatially explicit individual-based vegetation model simulating plant establishment, growth, mortality, dispersal, competition at the level of individual agents. each plant interacts locally with neighbors, with spatially heterogeneous soil feedback states. designed to capture plant-soil negative feedback psnf , spatial clustering, coexistence patterns.; environmental soil feedback fields provided by soilfeedback model; provides soil toxicity affecting plant establishment, growth; species growth, mortality, reproduction, dispersal kernels","a cellular automaton modeling plant-induced soil autotoxicity, decay, diffusion. designed to capture conspecific negative feedback psnf at the spatial scales documented in vincenot 2017. soil toxicity accumulates based on local plant biomass / density, decays exponentially over time.; annual plant biomass, density maps from ibm; provides plant biomass / density maps; decay rate, feedback strength, diffusion radius, species sensitivity","a tightly coupled spatially explicit modeling framework integrating an individual-based plant model ibm with a cellular automaton soil feedback model. plants modify soil toxicity, which subsequently affects plant establishment through conspecific negative feedback psnf . the system reproduces vegetation patchiness, janzen-connell gaps, multi-scale psnf patterns described in vincenot 2017.","A→AB:0.35 (covered: based, establishment, explicit, feedback, individual, negative, patterns, plant, psnf, soil, spatially, toxicity, vegetation) | B→AB:0.38 (covered: 2017, automaton, based, cellular, conspecific, feedback, ibm, modeling, negative, plant, psnf, soil, toxicity, vincenot) | A∪B→AB:0.54 (covered: 2017, automaton, based, cellular, conspecific, establishment, explicit, feedback, ibm, individual, modeling, negative, patterns, plant, psnf, soil, spatially, toxicity, vegetation, vincenot) | uncovered_AB: affects, connell, described, gaps, integrating, janzen, modify, multi, patchiness, plants, reproduces, scale, subsequently, system, through, tightly, which",Match,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.35 (covered: based, establishment, explicit, feedback, individual, negative, patterns, plant, psnf, soil, spatially, toxicity, vegetation) | B→AB:0.38 (covered: 2017, automaton, based, cellular, conspecific, feedback, ibm, modeling, negative, plant, psnf, soil, toxicity, vincenot) | A∪B→AB:0.54 (covered: 2017, automaton, based, cellular, conspecific, establishment, explicit, feedback, ibm, individual, modeling, negative, patterns, plant, psnf, soil, spatially, toxicity, vegetation, vincenot) | uncovered_AB: affects, connell, described, gaps, integrating, janzen, modify, multi, patchiness, plants, reproduces, scale, subsequently, system, through, tightly, which",No adaptation required.,False
4,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,individual-based model; vegetation dynamics; spatial ecology; conspecific negative feedback; dispersal; competition,soil feedback; cellular automaton; plant-soil interaction; negative feedback; ecological memory,coupled model; plant-soil feedback,"A→AB:0.33 (covered: feedback) | B→AB:1.00 (covered: feedback, plant, soil) | A∪B→AB:1.00 (covered: feedback, plant, soil) | uncovered_AB: —",Match,INTENDED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.33 (covered: feedback) | B→AB:1.00 (covered: feedback, plant, soil) | A∪B→AB:1.00 (covered: feedback, plant, soil) | uncovered_AB: —",No adaptation required.,False
4,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,Match,Deterministic check: A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,No adaptation required.,False
4,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,1.0,1.0,1.0,A==AB:✓; B==AB:✓,Match,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,Match,Deterministic check: A==AB:✓; B==AB:✓,No adaptation required.,False
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, soil feedback; agent-based simulation of plant life cycle with externally provided soil conditions","simulate soil toxicity accumulation, decay, spread; grid-based updates driven by ibm plant density / biomass","simulate vegetation-soil coevolution under psnf processes; bidirectional, plants modify soil, soil modifies plant establishment; loose","A→AB:0.31 (covered: plant, simulate, soil, vegetation) | B→AB:0.23 (covered: plant, simulate, soil) | A∪B→AB:0.31 (covered: plant, simulate, soil, vegetation) | uncovered_AB: bidirectional, coevolution, establishment, loose, modifies, modify, plants, processes, psnf",Mismatch,INTENDED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
4,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,local to landscape-scale plant populations,patch- to landscape-scale soil feedback,landscape-level vegetation-soil feedback,"A→AB:0.20 (covered: landscape) | B→AB:0.60 (covered: feedback, landscape, soil) | A∪B→AB:0.60 (covered: feedback, landscape, soil) | uncovered_AB: level, vegetation",Match,INTENDED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,Match,,,True
4,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,individual-based plant model ibm; plant life history parameters; vincent vincenot,cellular automaton-based soil feedback model; soil feedback parameters; vincent vincenot,integrated plant-soil feedback model; vincent vincenot,"A→AB:0.50 (covered: plant, vincenot, vincent) | B→AB:0.67 (covered: feedback, soil, vincenot, vincent) | A∪B→AB:0.83 (covered: feedback, plant, soil, vincenot, vincent) | uncovered_AB: integrated",Match,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,Match,"Deterministic check: A→AB:0.50 (covered: plant, vincenot, vincent) | B→AB:0.67 (covered: feedback, soil, vincenot, vincent) | A∪B→AB:0.83 (covered: feedback, plant, soil, vincenot, vincent) | uncovered_AB: integrated",No adaptation required.,False
4,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard compiler or agent-based modeling platform,grid-based ca platform or custom code,,A↔B token-sim=0.11 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Match,,,True
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
4,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,Match,Deterministic check: Optional.,No adaptation required.,False
4,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),"grid of landscape cells e.g., 100×100",same grid as ibm,grid-based ecological landscape,A<->B token-sim=0.17 (>0 means aligned),Match,INTENDED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.17 (>0 means aligned),No adaptation required.,False
4,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),1 m² cells,1 m²,1 m²,A<->B token-sim=0.50 (>0 means aligned),Match,INTENDED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.,True
4,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),decades,multi-year,decades,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTENDED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
4,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),annual cycles with daily internal steps,annual with optional sub-annual decay,annual,A<->B token-sim=0.12 (>0 means aligned),Match,INTENDED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: A<->B token-sim=0.12 (>0 means aligned),No adaptation required.,True
4,Unit Mismatch,A.output(plant_biomass_per_cell) -> B.input(plant_biomass_per_cell),Loose,Units must be equal or known-equivalent,g m⁻²,g m⁻²,,'g m⁻²' ~ 'g m⁻²' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: 'g m⁻²' ~ 'g m⁻²' (equivalent).,No adaptation required.,True
4,Unit Mismatch,A.output(plant_density_per_cell) -> B.input(plant_density_per_cell),Loose,Units must be equal or known-equivalent,count m⁻²,count m⁻²,,'count m⁻²' ~ 'count m⁻²' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: 'count m⁻²' ~ 'count m⁻²' (equivalent).,No adaptation required.,True
4,Unit Mismatch,A.output(species_identity_per_cell) -> B.input(species_identity_per_cell),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
4,Unit Mismatch,B.output(modified_germination_prob_per_cell) -> A.input(feedback_modified_germination_prob),Loose,Units must be equal or known-equivalent,probability (0–1),probability (0–1),,'probability (0–1)' ~ 'probability (0–1)' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: 'probability (0–1)' ~ 'probability (0–1)' (equivalent).,No adaptation required.,True
4,Unit Mismatch,B.output(soil_toxicity_per_cell) -> A.input(soil_toxicity_per_cell),Loose,Units must be equal or known-equivalent,dimensionless,dimensionless,,'dimensionless' ~ 'dimensionless' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,Match,Deterministic check: 'dimensionless' ~ 'dimensionless' (equivalent).,No adaptation required.,True
