group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
4,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),soil_toxicity_per_cell; modified_germination_prob_per_cell,soil_toxicity_per_cell; feedback_modified_germination_prob; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination; growth,,soil_toxicity_per_cell ↔ soil_toxicity_per_cell (1.00); modified_germination_prob_per_cell ↔ feedback_modified_germination_prob (0.50),Match,INTEGRATED
4,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,grids must be aligned at each coupling step,grids must be aligned at each coupling step,synchronous update at each time step,Loose requires at least one declaration of synchronization.,Match,INTEGRATED
4,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d,2d,2d,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTEGRATED
4,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,1.0,1.0,1.0,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED
4,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"basic input validation, event conflict resolution","valid toxicity checks, prevents negative values","conflicts between plant, soil states managed by resolution rules",Both A and B or AB canonical required.,Match,INTEGRATED
4,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,requires soilfeedback outputs when in feedback mode,must run after ibm each timestep,"synchronous time step, matching grid size required",Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
4,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"compile, run with parameter files, can be run standalone or coupled","run annually, taking ibm biomass / density maps as input",,At least one side must provide.,Match,INTEGRATED
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED
4,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard workstation,standard workstation,standard desktop or workstation,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED
4,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"manual checks under controlled inputs; patterns, demographics vs. theory",,,A provides metadata,Match,INTEGRATED
4,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,produces theoretical psnf patterns; spatial toxicity gradients vs. theory,,,B provides metadata,Match,INTEGRATED
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTEGRATED
4,Landing Page Gap,landing_page (B),Loose,Presence required,"http, / / christian.vincenot.biz / models.html",,,B provides landing page,Match,INTEGRATED
4,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,annual coupling step,annual coupling step,negligible due to integrated implementation,Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
4,License Incompatibility,license,Loose,Pattern-graded requirement,cc by,cc by,,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED
4,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,false,false,false,Loose requires at least one side (or AB) to declare this.,Match,INTEGRATED
4,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,c++; netlogo,c++; netlogo,c++,A↔B token-sim=1.00 (> 0.00),Match,INTEGRATED
4,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"plants are discrete individuals; interactions are local, spatially explicit; life cycle parameters are homogeneous within species; soil conditions affecting germination, growth are provided externally",soil conditions modified proportionally to local plant biomass / density; feedback reduces germination probability for conspecifics; soil memory decays at constant rate; effects are species-specific,"soil is updated synchronously based on local plant history; plant performance is sensitive to soil memory states; feedback is negative, local, decaying over time","A→AB:0.12 (covered: local, soil) | B→AB:0.29 (covered: feedback, local, memory, plant, soil) | A∪B→AB:0.29 (covered: feedback, local, memory, plant, soil) | uncovered_AB: based, decaying, history, is, negative, over, performance, sensitive, states, synchronously, time, updated",Mismatch,INTEGRATED
4,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spatially explicit individual-based model simulating plant growth, mortality, dispersal, competition, with each plant represented as an agent interacting locally with neighbors, the environment. designed for coupling with a soil feedback submodel.; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination, growth; growth, mortality, reproduction, dispersal traits per species","a grid-based model tracking plant-induced soil autotoxicity accumulation, decay, spatial diffusion. designed to couple with ibm vegetation model in a loose feedback loop.; annual plant biomass, density maps from ibm; provides plant biomass / density maps for toxicity updates; decay rate, feedback strength, diffusion radius, species-specific sensitivity","a tightly coupled spatially explicit modeling framework integrating an individual-based plant model with a cellular automaton-based soil feedback model. plants grow, compete, disperse while modifying soil state locally. soil states in turn influence plant survival, establishment via negative feedback mechanisms.","A→AB:0.32 (covered: based, explicit, feedback, individual, locally, plant, soil, spatially, state) | B→AB:0.14 (covered: based, feedback, plant, soil) | A∪B→AB:0.32 (covered: based, explicit, feedback, individual, locally, plant, soil, spatially, state) | uncovered_AB: automaton, cellular, compete, disperse, establishment, grow, influence, integrating, mechanisms, modeling, modifying, negative, plants, states, survival, tightly, turn, via, while",Mismatch,INTEGRATED
4,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,individual-based model; vegetation dynamics; spatial ecology; competition; dispersal,soil feedback; cellular automaton; plant-soil interaction; ecological memory; negative feedback,coupled model; plant-soil feedback; individual-based modeling; cellular automaton; vegetation pattern formation,"A→AB:0.27 (covered: based, individual, vegetation) | B→AB:0.45 (covered: automaton, cellular, feedback, plant, soil) | A∪B→AB:0.73 (covered: automaton, based, cellular, feedback, individual, plant, soil, vegetation) | uncovered_AB: formation, modeling, pattern",Match,INTEGRATED
4,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTEGRATED
4,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,1.0,1.0,1.0,A==AB:✓; B==AB:✓,Match,INTEGRATED
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, environmental feedback; agent-based simulation of plant life cycle with environmental interaction","simulate accumulation, decay, spread of plant-specific soil feedback effects; grid-based dynamic updates based on ibm plant biomass / density inputs","simulate emergent vegetation patterns driven by dynamic soil feedback loops; bidirectional integration, plants modify soil, soil modifies plant establishment; loose","A→AB:0.24 (covered: feedback, plant, simulate, vegetation) | B→AB:0.29 (covered: dynamic, feedback, plant, simulate, soil) | A∪B→AB:0.35 (covered: dynamic, feedback, plant, simulate, soil, vegetation) | uncovered_AB: bidirectional, driven, emergent, establishment, integration, loops, loose, modifies, modify, patterns, plants",Mismatch,INTEGRATED
4,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,local to landscape-scale plant populations,patch- to landscape-scale vegetation-soil feedback dynamics,local to landscape-level ecological systems,"A→AB:0.40 (covered: landscape, local) | B→AB:0.20 (covered: landscape) | A∪B→AB:0.40 (covered: landscape, local) | uncovered_AB: ecological, level, systems",Mismatch,INTEGRATED
4,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,individual-based plant model ibm; plant life history parameters; vincent vincenot,cellular automaton-based soil feedback model; soil feedback parameters; vincent vincenot,integrated plant-soil feedback model; vincent vincenot,"A→AB:0.50 (covered: plant, vincenot, vincent) | B→AB:0.67 (covered: feedback, soil, vincenot, vincent) | A∪B→AB:0.83 (covered: feedback, plant, soil, vincenot, vincent) | uncovered_AB: integrated",Match,INTEGRATED
4,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,standard compiler or agent-based modeling platform,grid-based ca platform or custom code,"grid-based model environment, c++ compiler",A↔B token-sim=0.11 (> 0.00),Match,INTEGRATED
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED
4,Source Code Availability Gap,availability_of_source_code (B),Loose,Optional at this pattern,,,,Optional.,Match,INTEGRATED
4,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,"grid of landscape cells e.g., 100×100",same grid as ibm,grid-based ecological landscape,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTEGRATED
4,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,cell level typically 1 m²,"user-defined, matching ibm cell size",1 m² per grid cell,A↔B token-sim=0.12 (>0 ⇒ aligned),Match,INTEGRATED
4,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,decadal multi-year,multi-year,up to several decades,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTEGRATED
4,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,"annual, with daily internal steps","annual updates, possible sub-annual decay",annual,A↔B token-sim=0.12 (>0 ⇒ aligned),Match,INTEGRATED
