group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind
5,Data Schema Mismatch,B.output,Shared,B.output ↔ A.input (≥1),sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; ocean surface state; fluxes from opa; physical ocean state variables; surface fluxes for sea-ice thermodynamics / dynamics,,sea_surface_temperature ↔ sea_surface_temperature (1.00); sea_surface_salinity ↔ sea_surface_salinity (1.00); ocean_surface_currents_u ↔ ocean_surface_currents_u (1.00); ocean_surface_currents_v ↔ ocean_surface_currents_u (1.00); mixed_layer_depth ↔ ocean_mixed_layer_depth (0.90); downwelling_shortwave_radiation ↔ downwelling_shortwave_radiation (1.00); downwelling_longwave_radiation ↔ downwelling_longwave_radiation (1.00),Match,INTENDED
5,Data Synchronization,data_synchronization,Shared,Pattern-graded requirement,fluxes exchanged each coupling interval,fluxes exchanged each coupling interval,"fluxes, state variables exchanged via coupler",Shared requires A and B to declare synchronization.,Match,INTENDED
5,Dimensionality Mismatch,dimensionality,Shared,Common exchanged variables align semantically,2d plan-view with multilayer thermodynamics,3d,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
5,Distribution Version Mismatch,distribution_version,Shared,Pattern-graded similarity/equality,as used in orca2-lim 2005 application,8.2 study,,A↔B token-sim=0.00 (> 0.25),Mismatch,INTENDED
5,Error Handling Mismatch,error_handling,Shared,Pattern-graded requirement,model-internal state checks,basic runtime checks,,Shared requires A and B to define error handling.,Match,INTENDED
5,Execution Constraint Mismatch,execution_constraints,Shared,Pattern-graded requirement,"consistent timestep, grid with opa","consistent timestep, grid with lim","synchronized timestep, grid",Shared requires both A and B to declare this.,Match,INTENDED
5,Execution Instruction Gap,execution_instructions,Shared,Require both sides,"run coupled with ocean using specified flux exchange, parameter set, initialize with ice / snow thickness fields.","initialize from phc, apply forcing, coupling with lim",,Both A and B must provide.,Match,INTENDED
5,File Format Mismatch,file_formats,Shared,Presence required,,,,Neither provides metadata.,Missing,INTENDED
5,Hardware Resource Mismatch,hardware_specification_and_requirements,Shared,Pattern-graded similarity/equality,workstation to hpc,workstation to hpc,,A↔B token-sim=1.00 (> 0.25),Match,INTENDED
5,Implementation Verification Gap,implementation_verification (A),Shared,Presence required,"reproduces large-scale observed patterns in coupled mode; validated against satellite ice concentration, uls thickness, drift climatologies",,,A provides metadata,Match,INTENDED
5,Implementation Verification Gap,implementation_verification (B),Shared,Presence required,"validated in coupled, uncoupled modes; circulation, hydrography compared to observations, convection sites reproduced",,,B provides metadata,Match,INTENDED
5,Landing Page Gap,landing_page (A),Shared,Presence required,,,,A provides landing page,Missing,INTENDED
5,Landing Page Gap,landing_page (B),Shared,Presence required,"http, / / www.lodyc.jussieu.fr / opa /",,,B provides landing page,Match,INTENDED
5,Latency Expectation Mismatch,latency_expectations,Shared,Pattern-graded requirement,,,exchange every coupling interval few ocean steps,Shared requires both A and B to declare this.,Missing,INTENDED
5,License Incompatibility,license,Shared,Pattern-graded requirement,unspecified paper,unspecified paper,,A↔B token-sim=1.00 (> 0.25),Match,INTENDED
5,Parallel Execution Incompatibility,parallel_execution,Shared,Pattern-graded requirement,true,true,,Shared requires both A and B to declare this.,Match,INTENDED
5,Programming Language Incompatibility,programming_language,Shared,Pattern-graded similarity/equality,fortran,fortran 90 / 95,,A↔B token-sim=0.33 (> 0.25),Match,INTENDED
5,Semantic Mismatch,Assumptions,Shared,Coverage threshold ≥ 0.50,"sea ice treated as a 2-d continuum with vp rheology.; effective thermal conductivity assumes uniform subgrid thickness distribution.; albedo parameterized by surface state, snow / ice thickness.; snow-ice formation when snow depresses surface below sea level.","hydrostatic, boussinesq primitive equations, nonlinear eos.; parameterized mesoscale eddies via gm90, level-1.5 tke for vertical mixing.; bottom boundary-layer scheme for dense overflows.","both submodels share identical timestep, grid; two-way exchange each coupling interval; flux variables are directly compatible in units, meaning","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: are, both, compatible, coupling, directly, each, grid, identical, interval, meaning, share, submodels, timestep, two, units, way",Mismatch,INTENDED
5,Semantic Mismatch,Description,Shared,Coverage threshold ≥ 0.50,"two-dimensional dynamic-thermodynamic sea-ice model with a three-layer thermodynamics scheme snow, 1 layer, ice, 2 layers , viscous-plastic vp rheology, advection via second-order moments prather , parameterized lead formation / closure. coupled to opa to exchange momentum, heat, freshwater fluxes.; ocean surface state, fluxes from opa; physical ocean state variables, surface fluxes for sea-ice thermodynamics / dynamics","hydrostatic, primitive-equation ogcm with free surface, includes isopycnal mixing, gent-mcwilliams eddy advection, tke vertical mixing, double diffusion, a bottom boundary-layer scheme. coupled to lim for sea-ice interactions.; sea-ice state, fluxes from lim; sea-ice thermodynamic, dynamic state plus ice-ocean fluxes","coupled configuration integrating the louvain-la-neuve sea-ice model lim with the océan parallélisé ogcm opa . simulates polar ocean-ice interactions, including exchanges of momentum, heat, salt, freshwater, with two-way flux coupling.; provides ice-ocean fluxes, ice state to opa; provides ocean surface state, currents to lim","A→AB:0.24 (covered: freshwater, heat, momentum, opa, state, two) | B→AB:0.16 (covered: interactions, lim, ogcm, state) | A∪B→AB:0.36 (covered: freshwater, heat, interactions, lim, momentum, ogcm, opa, state, two) | uncovered_AB: configuration, coupling, currents, including, integrating, la, lis, louvain, neuve, oc, parall, polar, provides, salt, simulates, way",Mismatch,INTENDED
5,Semantic Mismatch,Keywords,Shared,Coverage threshold ≥ 0.50,"sea ice; vp rheology; thermodynamics; leads, ridging; albedo parameterization; high latitudes",ogcm; free surface; isopycnal mixing; gent-mcwilliams; tke closure; double diffusion,sea ice; ocean circulation; polar climate; flux exchange; thermodynamics; dynamics,"A→AB:0.20 (covered: thermodynamics) | B→AB:0.00 (covered: —) | A∪B→AB:0.20 (covered: thermodynamics) | uncovered_AB: circulation, climate, dynamics, polar",Mismatch,INTENDED
5,Semantic Mismatch,Model Type,Shared,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED
5,Semantic Mismatch,Model Version,Shared,A or B must equal AB exactly,dynamic-thermodynamic lim as used in orca2-lim; 8.2,8.2 study; dynamic-thermodynamic lim,dynamic-thermodynamic lim; 8.2,A==AB:×; B==AB:×,Mismatch,INTENDED
5,Semantic Mismatch,Purpose & Pattern,Shared,Coverage threshold ≥ 0.50,"simulate realistic sea-ice extent, thickness, drift for climate applications, high-latitude process studies; 2-d continuum mechanics with vp rheology, multilayer thermodynamics, coupled momentum / heat / salt exchange with ocean; two-way coupling via flux exchange","simulate large-scale ocean dynamics, stratification, circulation across basins; z-level finite-difference ogcm with parameterized mesoscale, vertical mixing; two-way coupling via flux exchange","simulate two-way interactions between sea ice, ocean for climatological, process-level studies; shared coupling via flux exchange; two-way coupling","A→AB:0.58 (covered: coupling, process, simulate, studies, two, via, way) | B→AB:0.50 (covered: coupling, level, simulate, two, via, way) | A∪B→AB:0.67 (covered: coupling, level, process, simulate, studies, two, via, way) | uncovered_AB: between, climatological, interactions, shared",Match,INTENDED
5,Semantic Mismatch,Scope,Shared,Coverage threshold ≥ 0.50,"global arctic, antarctic when coupled, climate to decadal scales",global ocean circulation with focus on high latitudes when coupled orca2 grid,"polar, subpolar ocean-ice systems","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: polar, subpolar, systems",Mismatch,INTENDED
5,Semantic Mismatch,Title,Shared,Coverage threshold ≥ 0.50,"lim, louvain-la-neuve sea-ice model; thierry fichefet; luis a. morales maqueda","opa 8.2, océan parallélisé ocean general circulation model; gurvan madec",coupled sea-ice-ocean modeling framework lim + opa; ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,"A→AB:0.05 (covered: lim) | B→AB:0.05 (covered: opa) | A∪B→AB:0.10 (covered: lim, opa) | uncovered_AB: concentration, currents, depth, downwelling, freshwater, heat, layer, longwave, mixed, modeling, momentum, radiation, salinity, shortwave, snow, stress, temperature, thickness",Mismatch,INTENDED
5,Software Environment Mismatch,software_specification_and_requirements,Shared,Pattern-graded similarity/equality,"netcdf i / o, coupled driver for flux exchanges","netcdf i / o, tripolar grid support",,A↔B token-sim=0.20 (> 0.25),Mismatch,INTENDED
5,Source Code Availability Gap,availability_of_source_code (A),Shared,Presence required,,,,A provides metadata,Missing,INTENDED
5,Source Code Availability Gap,availability_of_source_code (B),Shared,Presence required,,,,B provides metadata,Missing,INTENDED
5,Spatial Coverage Mismatch,spatial_extent_coverage,Shared,Common exchanged variables align semantically,global sea-ice cover when coupled,global 78°s-90°n in orca2,,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTENDED
5,Spatial Resolution Mismatch,spatial_resolution,Shared,Common exchanged variables align semantically,"follows host ocean grid e.g., orca2 ≈2° mean","orca2 tripolar grid, ~2° mean",,A↔B token-sim=0.57 (>0 ⇒ aligned),Match,INTENDED
5,Temporal Coverage Mismatch,temporal_extent_coverage,Shared,Common exchanged variables align semantically,multi-decadal simulations,multi-decadal,,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTENDED
5,Temporal Resolution Mismatch,time_steps_temporal_resolution,Shared,Common exchanged variables align semantically,"coupled every few ocean steps, diagnostics monthly / daily",96 min timestep in study,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED
