group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-Result,LLM-suggestion
10,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTENDED,Gap,field A+B missing
10,Data Schema Mismatch,(A or B).input vs AB.input,Embedded,(A or B).input ↔ AB.input (similarity>0),A.in:surface heat; freshwater; momentum fluxes; satellite altimetry for sla validation | B.in:chlorophyll-a validation; dust / iron forcing fields,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
10,Data Schema Mismatch,(A or B).output vs AB.output,Embedded,(A or B).output ↔ AB.output (similarity>0),A.out:sea level; sst; salinity; currents; mixed layer depth; transports; enso indices; chlorophyll-a from wombat | B.out:nutrient concentrations; phytoplankton biomass; zooplankton biomass; detritus; chlorophyll-a; oxygen; carbon fluxes,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Gap,field B missing
10,Data Schema Mismatch,Direction (any),Embedded,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:sea level; sst; salinity; currents; mixed layer depth; transports; enso indices; chlorophyll-a from wombat,B.out:nutrient concentrations; phytoplankton biomass; zooplankton biomass; detritus; chlorophyll-a; oxygen; carbon fluxes,,A2B:×; B2A:×,Mismatch,INTENDED,,
10,Data Synchronization,data_synchronization,Embedded,Pattern-graded requirement,"in-memory exchange of state variables between mom4p1, wombat","in-memory exchange of tracer fields, physical state variables",in-memory exchange,Embedded expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,The difference in state variables and tracer fields can be managed through proper mapping and synchronization strategies.
10,Distribution Version Mismatch,distribution_version,Embedded,Exact equality required,3.0,2013.1,,Not equal.,Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
10,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,"runtime logging, constraints applied via restoring terms, no automated recovery","basic validation of boundary conditions, runtime checks in coupled execution with ofam3",,"Embedded requires A, B, and AB error handling.",Missing,INTENDED,,
10,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
10,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,high-performance computing hpc environment required due to high resolution,high-performance computing hpc environment,,Not equal.,Mismatch,INTENDED,Match,"Both models require a high-performance computing environment, so this is not a real mismatch."
10,License Incompatibility,license,Embedded,Pattern-graded requirement,"research / institutional use csiro / bureau of meteorology , not openly gpl",research / institutional use csiro / bureau of meteorology,,Exact equality required at Embedded.,Mismatch,INTENDED,Match,"The licenses are compatible for research and institutional use, so this is not a real mismatch."
10,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,true,true,,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,,
10,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,"fortran mom4p1 core, coupled with wombat biogeochemistry",fortran coupled with mom4p1 in ofam3,,Not equal.,Mismatch,INTENDED,Match,"Both models use Fortran and can be coupled with MOM4p1, so this is not a real mismatch."
10,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,"ocean represented using z* coordinate system; forcing via atmospheric reanalysis fields era-interim; no explicit sea-ice model included; surface restoring toward climatological temperature, salinity","nutrient uptake follows redfield stoichiometry; phytoplankton growth limited by light, phosphate, iron; simple npzd structure for ecosystem representation; air-sea gas exchange parameterized by wind speed, climatological ice cover","physical ocean processes drive biogeochemical cycling; nutrient-phytoplankton-zooplankton-detritus npzd structure represents ecosystem; synchronous timestep between physical, biogeochemical models","A→AB:0.00 (covered: —) | B→AB:0.31 (covered: ecosystem, npzd, nutrient, phytoplankton, structure) | A∪B→AB:0.31 (covered: ecosystem, npzd, nutrient, phytoplankton, structure) | uncovered_AB: between, biogeochemical, cycling, detritus, drive, physical, processes, represents, synchronous, timestep, zooplankton",Mismatch,INTENDED,Match,The assumptions can be aligned through proper integration and mapping strategies.
10,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,ocean circulation; eddy-resolving; climate modeling; biogeochemistry; ocean forecasting; mesoscale variability,biogeochemistry; npzd model; carbon cycle; nutrient cycling; phytoplankton; ocean ecosystems,ocean circulation; biogeochemistry; model integration; ofam3; wombat,"A→AB:0.40 (covered: biogeochemistry, circulation) | B→AB:0.20 (covered: biogeochemistry) | A∪B→AB:0.40 (covered: biogeochemistry, circulation) | uncovered_AB: integration, ofam3, wombat",Mismatch,INTENDED,Match,The keywords can be aligned through proper integration and mapping strategies.
10,Semantic Mismatch,Model Version,Embedded,Coverage vs AB,3.0; 2009; v1.1,2013.1; 2008; 2011,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
10,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"hindcast, forecast upper ocean circulation, mesoscale eddies, physical-biogeochemical interactions; integrated coupling with biogeochemical model wombat; integrated coupling","quantify nutrient, carbon cycling, chlorophyll distributions, ecosystem variability in the global ocean; integrated coupling with ofam3 physical circulation model; integrated coupling","simulate coupled physical, biogeochemical ocean dynamics; embedded coupling tight integration; embedded","A→AB:0.38 (covered: biogeochemical, coupling, physical) | B→AB:0.25 (covered: coupling, physical) | A∪B→AB:0.38 (covered: biogeochemical, coupling, physical) | uncovered_AB: dynamics, embedded, integration, simulate, tight",Mismatch,INTENDED,Match,The purposes and patterns can be aligned through proper integration and mapping strategies.
10,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"fortran compiler, mpi for parallel execution; surface heat, freshwater, momentum fluxes; satellite altimetry for sla validation","requires coupled execution with ofam3, fortran compiler, mpi; chlorophyll-a validation; dust / iron forcing fields",,Not equal.,Mismatch,INTENDED,Match,The software environments can be aligned through proper integration and mapping strategies.
10,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
10,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTENDED,Gap,field A+B missing
1,Data Schema Mismatch,A.input vs AB.input,One-Way,A.input ↔ AB.input (similarity>0),meteorological forcing wind; solar radiation; air temperature; etc.,,(none),sim=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
1,Semantic Mismatch,Assumptions,One-Way,Coverage threshold ≥ 0.50,vertical processes dominate 1d structure; lateral homogeneity; energy balance drives stratification; meteorological forcing sufficiently describes external conditions,1d vertical structure captures key ecological processes; external loads dominate nutrient inputs; no feedback to physical model,1d vertical structure captures dominant dynamics; physical processes drive ecological responses; modular fabm interface enables tight coupling,"A→AB:0.24 (covered: 1d, processes, structure, vertical) | B→AB:0.41 (covered: 1d, captures, ecological, physical, processes, structure, vertical) | A∪B→AB:0.41 (covered: 1d, captures, ecological, physical, processes, structure, vertical) | uncovered_AB: coupling, dominant, drive, dynamics, enables, fabm, interface, modular, responses, tight",Mismatch,INTEGRATED,Match,"Both models share core concepts of 1d vertical structure and ecological processes, despite different emphases."
1,Semantic Mismatch,Description,One-Way,Coverage threshold ≥ 0.50,"flake is a process-based, one-dimensional numerical model designed to simulate the vertical temperature structure, mixing depth, ice cover of lakes using meteorological inputs.; defines lake-specific constants like depth, albedo, sediment heat flux coeffs","a process-based mechanistic model simulating nutrient cycling, food web dynamics, water quality, ecosystem service provisioning in freshwater lakes, including vertical stratification.; constants for biogeochemistry, food web, sediment processes; daily mixing depth, temperature profile from flake","a fully integrated aquatic ecosystem model coupling the general lake model glm with the pclake+ ecological model via the fabm interface. this framework simulates interactions between hydrodynamics e.g., stratification, temperature , ecological processes e.g., phytoplankton, nutrients, macrophytes . enables simulation of ecosystem responses to climate change, restoration actions.","A→AB:0.06 (covered: lake, temperature) | B→AB:0.12 (covered: ecosystem, processes, stratification, temperature) | A∪B→AB:0.15 (covered: ecosystem, lake, processes, stratification, temperature) | uncovered_AB: actions, aquatic, between, change, climate, coupling, ecological, enables, fabm, fully, general, glm, hydrodynamics, integrated, interactions, interface, macrophytes, nutrients, pclake, pclake+, pclakeplus, phytoplankton, responses, restoration, simulates, simulation, this, via",Mismatch,INTEGRATED,Match,"Both models describe lake processes and stratification, with AB covering both ecological and physical aspects."
1,Semantic Mismatch,Keywords,One-Way,Coverage threshold ≥ 0.50,lake physics; thermal stratification; mixing depth; heat balance; climate change; aquatic modeling,lake ecology; eutrophication; nutrient cycling; water quality; ecosystem services; restoration; trophic interactions,aquatic ecosystems; model integration; glm; fabm; pclake+; hydrodynamics; biogeochemistry,"A→AB:0.10 (covered: aquatic) | B→AB:0.00 (covered: —) | A∪B→AB:0.10 (covered: aquatic) | uncovered_AB: biogeochemistry, ecosystems, fabm, glm, hydrodynamics, integration, pclake, pclake+, pclakeplus",Mismatch,INTEGRATED,Match,"AB covers key terms from both A and B, with 'aquatic' being the common ground."
1,Semantic Mismatch,Model Version,One-Way,A or B must equal AB exactly,2023.1,2023.1,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
1,Semantic Mismatch,Title,One-Way,Coverage threshold ≥ 0.50,"flake, a one-dimensional lake physics model; flake_static_parameters; kirillin v.; zhan q.","pclake+, a process-based ecological model for lakes; pclakeplus_static_parameters; janse j.h.; janssen a.b.g.; zhan q.","integrated glm-fabm-pclake model; andersen, m.r.; janssen, a.b.g.","A→AB:0.00 (covered: —) | B→AB:0.33 (covered: janssen, pclake) | A∪B→AB:0.33 (covered: janssen, pclake) | uncovered_AB: andersen, fabm, glm, integrated",Mismatch,INTEGRATED,Match,"AB includes key terms from both A and B, ensuring semantic alignment."
1,Temporal Coverage Mismatch,temporal_extent_coverage,One-Way,Common exchanged variables align semantically,"user-defined, typically days to decades",multi-year to decadal,multi-year,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,"Both A and B cover multi-year to decadal scales, despite different phrasing."
1,Data Schema Mismatch,A.input vs AB.input,One-Way,A.input ↔ AB.input (similarity>0),meteorological forcing wind; solar radiation; air temperature; etc.,,(none),sim=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
1,Data Schema Mismatch,B.output vs AB.output,One-Way,B.output ↔ AB.output (similarity>0),,nutrient concentrations; phytoplankton biomass; macrophyte cover; oxygen; ecosystem service indicators,(none),sim=0.00 | missing: AB.output,Missing,INTENDED,Gap,field A missing
1,Semantic Mismatch,Assumptions,One-Way,Coverage threshold ≥ 0.50,vertical processes dominate 1d structure; lateral homogeneity; energy balance drives stratification; meteorological forcing sufficiently describes external conditions,1d vertical structure captures key ecological processes; external loads dominate nutrient inputs; no feedback to physical model,1d vertical structure tentative; physical lake processes can influence ecological dynamics; ecosystem services can be inferred from ecological state indicators; no feedback from ecological model to physical model,"A→AB:0.21 (covered: 1d, processes, structure, vertical) | B→AB:0.42 (covered: 1d, ecological, feedback, no, physical, processes, structure, vertical) | A∪B→AB:0.42 (covered: 1d, ecological, feedback, no, physical, processes, structure, vertical) | uncovered_AB: be, can, dynamics, ecosystem, indicators, inferred, influence, lake, services, state, tentative",Mismatch,INTENDED,Match,The assumptions are different but not incompatible. Both models can be integrated with a clear understanding of their respective assumptions.
1,Semantic Mismatch,Description,One-Way,Coverage threshold ≥ 0.50,"flake is a process-based, one-dimensional numerical model designed to simulate the vertical temperature structure, mixing depth, ice cover of lakes using meteorological inputs.; defines lake-specific constants like depth, albedo, sediment heat flux coeffs","a process-based mechanistic model simulating nutrient cycling, food web dynamics, water quality, ecosystem service provisioning in freshwater lakes, including vertical stratification.; constants for biogeochemistry, food web, sediment processes; daily mixing depth, temperature profile from flake","a conceptual framework to integrate a physical lake model with an ecological process model, an ecosystem service evaluation module. the goal is to simulate the influence of restoration, climate scenarios on ecological state, ecosystem service provisioning in freshwater lake systems. specific model components will be selected based on fitness for purpose, availability.; output from physical lake model e.g., temperature profile, mixing depth","A→AB:0.27 (covered: based, depth, is, lake, mixing, process, simulate, specific, temperature) | B→AB:0.30 (covered: based, depth, ecosystem, freshwater, mixing, process, profile, provisioning, service, temperature) | A∪B→AB:0.42 (covered: based, depth, ecosystem, freshwater, is, lake, mixing, process, profile, provisioning, service, simulate, specific, temperature) | uncovered_AB: availability, be, climate, conceptual, ecological, evaluation, fitness, goal, influence, integrate, module, physical, purpose, restoration, scenarios, selected, state, systems, will",Mismatch,INTENDED,Match,The descriptions are different but not incompatible. Both models can be integrated with a clear understanding of their respective descriptions.
1,Semantic Mismatch,Model Version,One-Way,Coverage vs AB,2023.1,2023.1,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
1,Semantic Mismatch,Purpose & Pattern,One-Way,Coverage threshold ≥ 0.50,"forecast lake thermal stratification, mixing depth for climate, water quality studies; one-way data provider to ecological or water quality models","simulate ecological responses of lakes to nutrient loading, restoration, climate scenarios; consumes boundary conditions from external physical models","simulate physical, ecological lake processes, translate ecological outcomes into ecosystem service provisioning metrics; one-way transfer from physical to ecological model; one-way","A→AB:0.29 (covered: ecological, lake, one, way) | B→AB:0.21 (covered: ecological, physical, simulate) | A∪B→AB:0.43 (covered: ecological, lake, one, physical, simulate, way) | uncovered_AB: ecosystem, metrics, outcomes, processes, provisioning, service, transfer, translate",Mismatch,INTENDED,Match,The purposes and patterns are different but not incompatible. Both models can be integrated with a clear understanding of their respective purposes and patterns.
1,Semantic Mismatch,Title,One-Way,Coverage threshold ≥ 0.50,"flake, a one-dimensional lake physics model; flake_static_parameters; kirillin v.; zhan q.","pclake+, a process-based ecological model for lakes; pclakeplus_static_parameters; janse j.h.; janssen a.b.g.; zhan q.","integrated lake ecosystem, service modeling framework","A→AB:0.20 (covered: lake) | B→AB:0.00 (covered: —) | A∪B→AB:0.20 (covered: lake) | uncovered_AB: ecosystem, integrated, modeling, service",Mismatch,INTENDED,Match,The titles are different but not incompatible. Both models can be integrated with a clear understanding of their respective titles.
1,Temporal Coverage Mismatch,temporal_extent_coverage,One-Way,Common exchanged variables align semantically,"user-defined, typically days to decades",multi-year to decadal,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Mismatch,Resample Model A to match the temporal coverage of Model B or vice versa.
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Gap,field A+B missing
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Gap,field A+B missing
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields provided externally e.g.; from isomip+ runs; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from an ice-sheet model run e.g.; mismip+; ice geometry to drive ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
2,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"2d or 3d flow approximations ssa, sia, hybrid, or full-stokes; prescribed bed topography, accumulation fields; synthetic ice shelf geometry","ice draft geometry, grounding line provided externally; no atmospheric or sea-ice interactions; idealized far-field ocean restoring","shared topography, domain between ice, ocean components; ocean-induced melting is a dominant driver of grounding-line retreat; simplified melt rate parameterization at the ice-ocean interface; no external atmosphere or sea ice forcing; idealized bedrock, open-ocean boundary conditions","A→AB:0.04 (covered: topography) | B→AB:0.16 (covered: grounding, idealized, line, no) | A∪B→AB:0.20 (covered: grounding, idealized, line, no, topography) | uncovered_AB: atmosphere, bedrock, between, boundary, conditions, domain, dominant, driver, external, forcing, induced, interface, is, melt, melting, open, parameterization, retreat, shared, simplified",Mismatch,INTEGRATED,Match,The differences in assumptions are complementary and do not block integration.
2,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"idealized benchmark experiments to evaluate marine ice sheet model behavior, with a focus on grounding-line dynamics, buttressing under varying sub-shelf melt rates. used here as the ice component that consumes ocean-driven melt rates, produces updated ice geometry.; sub-shelf melt-rate fields provided externally e.g., from isomip+ runs; topography, ice rheology, sliding laws; sub-shelf melt rates used as forcing","ocean-only benchmark experiments simulating circulation, melt beneath idealized ice shelves. used here as the ocean component that consumes ice geometry, produces sub-shelf melt rates.; ice geometry from an ice-sheet model run e.g., mismip+; thermodynamics, drag coefficients, far-field profiles; ice geometry to drive ocean cavity model","a modular modeling framework that integrates marine ice sheet models mismip+ with regional ocean circulation models isomip+ to simulate the coupled dynamics of ice sheet retreat, ocean-induced basal melting. misomip1 is designed for idealized domains resembling the amundsen sea embayment to assess the feedbacks between ocean circulation, grounding-line migration under varying thermal conditions.; prescribed far-field ocean profiles, melt parameterizations, coupling time steps; initial, evolving ice draft, grounding-line geometry; sub-shelf melt rates, ocean feedbacks","A→AB:0.28 (covered: dynamics, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, sheet, sub, that, varying) | B→AB:0.24 (covered: circulation, far, geometry, idealized, melt, mismip, mismip+, mismipplus, profiles, sheet, sub, that) | A∪B→AB:0.40 (covered: circulation, dynamics, far, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, mismip, mismip+, mismipplus, profiles, sheet, sub, that, varying) | uncovered_AB: amundsen, assess, basal, between, conditions, coupling, designed, domains, draft, embayment, evolving, feedbacks, induced, initial, integrates, is, melting, migration, misomip1, modeling, modular, parameterizations, prescribed, regional, resembling, retreat, simulate, steps, thermal, time",Mismatch,INTEGRATED,Match,The descriptions are complementary and do not block integration.
